CREATED_AT,VOUCHER_BASED_REFILL,SEGMENTATION_ID,AMOUNT,QYT,REFILL_TYPE
6/1/2020,0,V300,7500,25,PIN_LESS_BASED
6/9/2020,0,V630,43200,72,PIN_LESS_BASED
6/10/2020,1,V200,48200,241,PIN_BASED
6/24/2020,0,V200,10000,50,PIN_LESS_BASED
6/27/2020,1,V100,536700,5367,PIN_BASED
7/1/2020,1,S030,360,12,PIN_BASED
7/10/2020,0,V2M,4000,2,PIN_LESS_BASED
7/22/2020,0,V010,2980,298,PIN_LESS_BASED
7/23/2020,1,V050,988600,19772,PIN_BASED
7/26/2020,1,V300,121500,405,PIN_BASED
8/6/2020,1,V300,150000,500,PIN_BASED
8/7/2020,0,V020,6620,331,PIN_LESS_BASED
8/12/2020,0,V100,19300,193,PIN_LESS_BASED
8/15/2020,1,S030,330,11,PIN_BASED
8/18/2020,1,V630,355800,593,PIN_BASED
8/24/2020,1,V630,426000,710,PIN_BASED
8/25/2020,1,V100,743500,7435,PIN_BASED
8/30/2020,1,V010,487150,48715,PIN_BASED
8/30/2020,1,V100,497000,4970,PIN_BASED
9/11/2020,1,V050,866850,17337,PIN_BASED
9/19/2020,1,V020,864920,43246,PIN_BASED
9/19/2020,1,V150,10200,68,PIN_BASED
9/30/2020,1,V050,933700,18674,PIN_BASED
10/1/2020,0,V020,24620,1231,PIN_LESS_BASED
10/6/2020,1,V2M,26000,13,PIN_BASED
6/12/2020,0,V630,41400,69,PIN_LESS_BASED
6/14/2020,1,V2M,22000,11,PIN_BASED
6/16/2020,1,S030,180,6,PIN_BASED
6/23/2020,0,V630,32400,54,PIN_LESS_BASED
6/29/2020,0,ADJUSTMENT,6174,98,TUM_ADJUSTMENT
6/30/2020,0,V100,22300,223,PIN_LESS_BASED
7/8/2020,0,V010,2420,242,PIN_LESS_BASED
7/8/2020,0,V050,12250,245,PIN_LESS_BASED
7/8/2020,1,V010,518040,51804,PIN_BASED
7/13/2020,1,V300,146100,487,PIN_BASED
7/17/2020,0,V050,17350,347,PIN_LESS_BASED
8/6/2020,0,V2M,8000,4,PIN_LESS_BASED
8/9/2020,1,V300,90900,303,PIN_BASED
8/20/2020,0,V080,80,1,PIN_LESS_BASED
8/23/2020,1,S030,150,5,PIN_BASED
8/28/2020,0,V2M,8000,4,PIN_LESS_BASED
9/9/2020,0,V010,2650,265,PIN_LESS_BASED
9/13/2020,0,V010,2030,203,PIN_LESS_BASED
9/19/2020,0,V010,2920,292,PIN_LESS_BASED
9/23/2020,0,V020,8000,400,PIN_LESS_BASED
9/23/2020,0,V300,18000,60,PIN_LESS_BASED
9/29/2020,0,V010,6030,603,PIN_LESS_BASED
10/5/2020,1,V200,115800,579,PIN_BASED
10/6/2020,1,V150,10650,71,PIN_BASED
6/1/2020,0,V630,21000,35,PIN_LESS_BASED
6/6/2020,0,V630,22800,38,PIN_LESS_BASED
6/9/2020,1,V200,38000,190,PIN_BASED
6/22/2020,1,V200,106600,533,PIN_BASED
7/4/2020,0,V630,6000,10,PIN_LESS_BASED
7/11/2020,0,V300,5100,17,PIN_LESS_BASED
7/12/2020,0,V200,3000,15,PIN_LESS_BASED
8/4/2020,0,V050,14850,297,PIN_LESS_BASED
8/24/2020,0,V630,46200,77,PIN_LESS_BASED
9/12/2020,0,ADJUSTMENT,4425,102,TUM_ADJUSTMENT
9/17/2020,1,V050,897900,17958,PIN_BASED
9/24/2020,0,ADJUSTMENT,5480,130,TUM_ADJUSTMENT
10/3/2020,1,V100,746300,7463,PIN_BASED
10/4/2020,1,V010,572750,57275,PIN_BASED
6/10/2020,1,V080,400,5,PIN_BASED
6/12/2020,1,V630,279600,466,PIN_BASED
6/16/2020,0,V630,33000,55,PIN_LESS_BASED
6/17/2020,0,V080,80,1,PIN_LESS_BASED
6/20/2020,1,V010,479240,47924,PIN_BASED
6/21/2020,1,V020,647560,32378,PIN_BASED
7/12/2020,0,V010,1530,153,PIN_LESS_BASED
7/27/2020,1,V300,224400,748,PIN_BASED
7/31/2020,0,V300,11100,37,PIN_LESS_BASED
8/4/2020,0,V630,26400,44,PIN_LESS_BASED
8/11/2020,1,S030,180,6,PIN_BASED
8/11/2020,1,V200,118400,592,PIN_BASED
8/13/2020,1,V2M,42000,21,PIN_BASED
8/25/2020,0,V630,49800,83,PIN_LESS_BASED
8/27/2020,1,V2M,32000,16,PIN_BASED
8/29/2020,0,V100,15700,157,PIN_LESS_BASED
8/29/2020,1,V300,139500,465,PIN_BASED
9/4/2020,1,V050,946050,18921,PIN_BASED
9/9/2020,0,V100,19500,195,PIN_LESS_BASED
9/15/2020,0,V300,9600,32,PIN_LESS_BASED
9/24/2020,0,V010,2580,258,PIN_LESS_BASED
9/29/2020,1,V200,170800,854,PIN_BASED
9/30/2020,0,V2M,18000,9,PIN_LESS_BASED
10/2/2020,0,V200,18600,93,PIN_LESS_BASED
6/2/2020,0,V200,7400,37,PIN_LESS_BASED
6/9/2020,1,V020,654360,32718,PIN_BASED
6/9/2020,1,V630,317400,529,PIN_BASED
6/20/2020,0,ADJUSTMENT,3881,72,TUM_ADJUSTMENT
6/21/2020,0,V200,7400,37,PIN_LESS_BASED
6/21/2020,1,V2M,34000,17,PIN_BASED
6/30/2020,0,V050,17900,358,PIN_LESS_BASED
7/1/2020,1,V080,320,4,PIN_BASED
7/3/2020,0,V300,9900,33,PIN_LESS_BASED
7/3/2020,1,V300,251700,839,PIN_BASED
7/5/2020,1,V630,220800,368,PIN_BASED
7/11/2020,1,S030,180,6,PIN_BASED
7/12/2020,0,V300,2700,9,PIN_LESS_BASED
7/28/2020,1,V200,118600,593,PIN_BASED
7/31/2020,0,V150,2250,15,PIN_LESS_BASED
7/31/2020,1,V150,11550,77,PIN_BASED
8/1/2020,0,V150,750,5,PIN_LESS_BASED
8/2/2020,1,V050,692750,13855,PIN_BASED
8/8/2020,1,S030,180,6,PIN_BASED
8/16/2020,0,V150,600,4,PIN_LESS_BASED
8/16/2020,1,V150,9750,65,PIN_BASED
8/18/2020,1,V100,716000,7160,PIN_BASED
8/24/2020,1,V300,223500,745,PIN_BASED
8/30/2020,0,V050,9850,197,PIN_LESS_BASED
8/31/2020,1,V010,548410,54841,PIN_BASED
9/3/2020,1,V630,475200,792,PIN_BASED
9/4/2020,1,V080,560,7,PIN_BASED
9/18/2020,0,V630,48600,81,PIN_LESS_BASED
9/20/2020,1,V100,445600,4456,PIN_BASED
6/5/2020,0,V010,1990,199,PIN_LESS_BASED
6/6/2020,1,V080,400,5,PIN_BASED
6/10/2020,0,V050,42300,846,PIN_LESS_BASED
6/15/2020,0,V050,19350,387,PIN_LESS_BASED
6/20/2020,0,V2M,4000,2,PIN_LESS_BASED
6/26/2020,1,V300,185700,619,PIN_BASED
6/30/2020,0,V2M,8000,4,PIN_LESS_BASED
7/2/2020,0,V2M,10000,5,PIN_LESS_BASED
7/18/2020,1,V020,725280,36264,PIN_BASED
7/22/2020,0,V2M,8000,4,PIN_LESS_BASED
7/30/2020,1,V300,170100,567,PIN_BASED
8/1/2020,1,V010,530450,53045,PIN_BASED
8/3/2020,1,V100,730400,7304,PIN_BASED
8/12/2020,1,V2M,32000,16,PIN_BASED
8/14/2020,0,V2M,10000,5,PIN_LESS_BASED
8/14/2020,1,S030,390,13,PIN_BASED
8/17/2020,1,V2M,48000,24,PIN_BASED
8/25/2020,1,V020,864860,43243,PIN_BASED
8/26/2020,0,V020,8800,440,PIN_LESS_BASED
8/29/2020,0,V2M,10000,5,PIN_LESS_BASED
9/15/2020,1,V080,720,9,PIN_BASED
9/25/2020,0,V300,12900,43,PIN_LESS_BASED
6/1/2020,0,V150,900,6,PIN_LESS_BASED
6/1/2020,1,S030,210,7,PIN_BASED
6/7/2020,1,V630,160800,268,PIN_BASED
6/10/2020,1,V010,485590,48559,PIN_BASED
6/13/2020,1,V2M,50000,25,PIN_BASED
6/16/2020,1,V100,475700,4757,PIN_BASED
6/17/2020,1,V300,143700,479,PIN_BASED
6/18/2020,1,V630,343200,572,PIN_BASED
7/8/2020,0,V150,600,4,PIN_LESS_BASED
7/11/2020,0,V020,6380,319,PIN_LESS_BASED
7/19/2020,1,S030,120,4,PIN_BASED
8/25/2020,1,V010,576410,57641,PIN_BASED
8/25/2020,1,V050,985250,19705,PIN_BASED
9/2/2020,1,S030,300,10,PIN_BASED
9/2/2020,1,V050,939500,18790,PIN_BASED
9/6/2020,1,V2M,20000,10,PIN_BASED
9/7/2020,1,V010,541140,54114,PIN_BASED
9/8/2020,1,V020,897440,44872,PIN_BASED
9/10/2020,1,V630,384600,641,PIN_BASED
9/21/2020,1,V010,648210,64821,PIN_BASED
10/5/2020,0,ADJUSTMENT,2012,146,TUM_ADJUSTMENT
6/6/2020,0,V050,31700,634,PIN_LESS_BASED
6/8/2020,0,V080,80,1,PIN_LESS_BASED
6/17/2020,1,V630,306600,511,PIN_BASED
6/20/2020,0,V300,10800,36,PIN_LESS_BASED
6/20/2020,1,V2M,42000,21,PIN_BASED
6/22/2020,1,S030,330,11,PIN_BASED
6/23/2020,1,S030,240,8,PIN_BASED
6/29/2020,1,V080,480,6,PIN_BASED
7/8/2020,1,V630,393000,655,PIN_BASED
7/24/2020,1,V200,162800,814,PIN_BASED
8/3/2020,1,V020,858560,42928,PIN_BASED
8/5/2020,1,V150,15000,100,PIN_BASED
8/11/2020,1,V020,808020,40401,PIN_BASED
8/15/2020,1,V200,68600,343,PIN_BASED
8/26/2020,0,V2M,8000,4,PIN_LESS_BASED
8/26/2020,1,V200,148400,742,PIN_BASED
8/31/2020,0,V100,24500,245,PIN_LESS_BASED
9/3/2020,0,V200,8400,42,PIN_LESS_BASED
9/9/2020,1,V100,679500,6795,PIN_BASED
9/30/2020,0,V010,9180,918,PIN_LESS_BASED
6/1/2020,1,V630,497400,829,PIN_BASED
6/4/2020,0,V100,22900,229,PIN_LESS_BASED
6/4/2020,1,V630,396000,660,PIN_BASED
6/8/2020,0,V300,19800,66,PIN_LESS_BASED
6/18/2020,0,V300,11100,37,PIN_LESS_BASED
6/19/2020,0,V300,20400,68,PIN_LESS_BASED
7/1/2020,1,V2M,66000,33,PIN_BASED
7/3/2020,0,V150,1350,9,PIN_LESS_BASED
7/7/2020,0,V150,1350,9,PIN_LESS_BASED
7/11/2020,0,ADJUSTMENT,3044,86,TUM_ADJUSTMENT
7/15/2020,0,V630,25200,42,PIN_LESS_BASED
7/18/2020,0,V050,12750,255,PIN_LESS_BASED
7/19/2020,0,V100,7700,77,PIN_LESS_BASED
7/30/2020,1,V050,900750,18015,PIN_BASED
7/31/2020,0,V200,6000,30,PIN_LESS_BASED
8/1/2020,1,V200,107800,539,PIN_BASED
8/7/2020,0,V200,10000,50,PIN_LESS_BASED
8/9/2020,0,V020,5420,271,PIN_LESS_BASED
8/9/2020,1,V010,484340,48434,PIN_BASED
8/10/2020,0,V150,900,6,PIN_LESS_BASED
8/31/2020,1,V630,460200,767,PIN_BASED
9/19/2020,1,S030,330,11,PIN_BASED
9/30/2020,1,V200,126800,634,PIN_BASED
10/1/2020,0,V080,160,2,PIN_LESS_BASED
10/5/2020,1,V630,267000,445,PIN_BASED
6/5/2020,0,V100,31500,315,PIN_LESS_BASED
6/10/2020,1,V150,150,1,PIN_BASED
6/13/2020,1,V150,13650,91,PIN_BASED
6/15/2020,1,V020,758860,37943,PIN_BASED
6/16/2020,0,V020,9100,455,PIN_LESS_BASED
6/23/2020,0,V010,2720,272,PIN_LESS_BASED
6/26/2020,1,V200,125400,627,PIN_BASED
6/27/2020,0,V200,6000,30,PIN_LESS_BASED
7/1/2020,0,V630,38400,64,PIN_LESS_BASED
7/6/2020,0,V300,20100,67,PIN_LESS_BASED
7/13/2020,0,V200,4800,24,PIN_LESS_BASED
7/15/2020,1,V080,640,8,PIN_BASED
7/20/2020,1,V080,640,8,PIN_BASED
7/30/2020,0,V300,9600,32,PIN_LESS_BASED
8/2/2020,1,V100,477000,4770,PIN_BASED
8/7/2020,1,V200,94400,472,PIN_BASED
8/22/2020,0,ADJUSTMENT,6340,108,TUM_ADJUSTMENT
8/24/2020,0,V010,2920,292,PIN_LESS_BASED
8/30/2020,0,V200,7000,35,PIN_LESS_BASED
9/4/2020,0,V100,22700,227,PIN_LESS_BASED
9/9/2020,0,V150,1350,9,PIN_LESS_BASED
9/28/2020,0,V200,11000,55,PIN_LESS_BASED
10/3/2020,0,V020,16960,848,PIN_LESS_BASED
6/6/2020,0,ADJUSTMENT,3734,117,TUM_ADJUSTMENT
6/6/2020,0,V020,16340,817,PIN_LESS_BASED
6/27/2020,1,V150,10800,72,PIN_BASED
6/28/2020,0,V630,25200,42,PIN_LESS_BASED
7/15/2020,0,V2M,12000,6,PIN_LESS_BASED
7/28/2020,1,V300,213900,713,PIN_BASED
8/17/2020,1,V050,839650,16793,PIN_BASED
8/31/2020,1,V020,867320,43366,PIN_BASED
9/3/2020,0,V100,20800,208,PIN_LESS_BASED
9/7/2020,1,V630,201000,335,PIN_BASED
9/8/2020,0,V200,9000,45,PIN_LESS_BASED
9/9/2020,0,V2M,6000,3,PIN_LESS_BASED
9/9/2020,1,V050,896150,17923,PIN_BASED
9/13/2020,0,ADJUSTMENT,2653,97,TUM_ADJUSTMENT
9/28/2020,0,V050,21300,426,PIN_LESS_BASED
10/3/2020,1,V010,609890,60989,PIN_BASED
6/8/2020,0,V100,46800,468,PIN_LESS_BASED
6/14/2020,1,S030,270,9,PIN_BASED
6/16/2020,1,V080,240,3,PIN_BASED
6/16/2020,1,V200,91800,459,PIN_BASED
6/22/2020,0,V150,1200,8,PIN_LESS_BASED
7/4/2020,1,V150,11250,75,PIN_BASED
7/4/2020,1,V300,217800,726,PIN_BASED
7/11/2020,1,V150,10200,68,PIN_BASED
7/17/2020,1,V020,756900,37845,PIN_BASED
7/21/2020,0,ADJUSTMENT,6948,117,TUM_ADJUSTMENT
7/22/2020,1,V020,801940,40097,PIN_BASED
7/30/2020,1,S030,300,10,PIN_BASED
8/2/2020,1,V080,400,5,PIN_BASED
8/6/2020,1,V2M,44000,22,PIN_BASED
8/7/2020,0,V150,600,4,PIN_LESS_BASED
8/9/2020,1,V020,670720,33536,PIN_BASED
8/24/2020,1,S030,330,11,PIN_BASED
8/24/2020,1,V020,883680,44184,PIN_BASED
8/28/2020,1,V300,196500,655,PIN_BASED
8/30/2020,1,V080,640,8,PIN_BASED
9/1/2020,0,V200,8800,44,PIN_LESS_BASED
9/9/2020,1,V010,589650,58965,PIN_BASED
9/11/2020,1,V630,397800,663,PIN_BASED
9/12/2020,0,V080,80,1,PIN_LESS_BASED
9/24/2020,1,V150,21750,145,PIN_BASED
9/28/2020,0,V010,3200,320,PIN_LESS_BASED
6/14/2020,1,V080,640,8,PIN_BASED
6/23/2020,0,V2M,10000,5,PIN_LESS_BASED
6/25/2020,1,V200,97600,488,PIN_BASED
6/26/2020,1,V150,11100,74,PIN_BASED
6/29/2020,1,V200,118800,594,PIN_BASED
6/30/2020,1,V630,444600,741,PIN_BASED
7/7/2020,1,V150,9450,63,PIN_BASED
7/13/2020,0,V100,15600,156,PIN_LESS_BASED
7/15/2020,1,V100,556300,5563,PIN_BASED
7/19/2020,0,V2M,2000,1,PIN_LESS_BASED
7/19/2020,1,V080,640,8,PIN_BASED
7/21/2020,0,V200,7400,37,PIN_LESS_BASED
7/25/2020,1,V300,159600,532,PIN_BASED
8/8/2020,1,V020,803300,40165,PIN_BASED
8/8/2020,1,V630,283800,473,PIN_BASED
8/18/2020,0,V020,8180,409,PIN_LESS_BASED
8/31/2020,0,V050,19500,390,PIN_LESS_BASED
9/5/2020,1,V080,240,3,PIN_BASED
9/11/2020,0,V010,2940,294,PIN_LESS_BASED
9/16/2020,1,V200,114000,570,PIN_BASED
9/24/2020,0,V050,19300,386,PIN_LESS_BASED
9/30/2020,0,V100,56000,560,PIN_LESS_BASED
6/2/2020,1,V050,721100,14422,PIN_BASED
6/8/2020,1,V300,150600,502,PIN_BASED
6/11/2020,1,V020,648160,32408,PIN_BASED
7/5/2020,1,S030,30,1,PIN_BASED
7/8/2020,0,V100,20100,201,PIN_LESS_BASED
7/23/2020,0,V2M,14000,7,PIN_LESS_BASED
7/26/2020,0,ADJUSTMENT,2284,70,TUM_ADJUSTMENT
7/27/2020,0,V2M,10000,5,PIN_LESS_BASED
7/27/2020,1,V100,581900,5819,PIN_BASED
7/29/2020,0,ADJUSTMENT,4648,88,TUM_ADJUSTMENT
8/3/2020,1,V300,183000,610,PIN_BASED
8/8/2020,0,V050,12200,244,PIN_LESS_BASED
8/10/2020,0,V050,13650,273,PIN_LESS_BASED
8/17/2020,1,S030,300,10,PIN_BASED
8/19/2020,0,V200,6400,32,PIN_LESS_BASED
8/25/2020,0,V020,8600,430,PIN_LESS_BASED
8/28/2020,1,V080,160,2,PIN_BASED
8/31/2020,1,V200,138200,691,PIN_BASED
9/1/2020,1,V200,107400,537,PIN_BASED
9/1/2020,1,V2M,54000,27,PIN_BASED
9/4/2020,0,V200,8200,41,PIN_LESS_BASED
9/6/2020,0,V200,3800,19,PIN_LESS_BASED
9/11/2020,0,V2M,10000,5,PIN_LESS_BASED
9/25/2020,1,V020,894020,44701,PIN_BASED
9/26/2020,0,V630,18600,31,PIN_LESS_BASED
10/1/2020,0,ADJUSTMENT,9844,213,TUM_ADJUSTMENT
10/2/2020,0,V080,160,2,PIN_LESS_BASED
10/4/2020,0,V020,10840,542,PIN_LESS_BASED
6/3/2020,1,V100,642200,6422,PIN_BASED
6/5/2020,1,V150,11850,79,PIN_BASED
6/12/2020,1,V200,59600,298,PIN_BASED
6/20/2020,1,V080,480,6,PIN_BASED
6/24/2020,1,V300,214500,715,PIN_BASED
6/29/2020,1,V150,11400,76,PIN_BASED
7/9/2020,0,V630,16200,27,PIN_LESS_BASED
7/19/2020,0,V200,2800,14,PIN_LESS_BASED
7/22/2020,1,V200,136400,682,PIN_BASED
7/23/2020,0,V150,1200,8,PIN_LESS_BASED
8/15/2020,0,V300,12000,40,PIN_LESS_BASED
8/23/2020,0,V020,6680,334,PIN_LESS_BASED
8/29/2020,0,ADJUSTMENT,4080,107,TUM_ADJUSTMENT
8/31/2020,0,ADJUSTMENT,8778,123,TUM_ADJUSTMENT
9/1/2020,0,V2M,4000,2,PIN_LESS_BASED
9/15/2020,0,V010,2730,273,PIN_LESS_BASED
9/15/2020,0,V100,20800,208,PIN_LESS_BASED
9/18/2020,1,V630,436800,728,PIN_BASED
9/19/2020,1,V200,150400,752,PIN_BASED
10/5/2020,0,V050,22400,448,PIN_LESS_BASED
10/6/2020,0,V300,12600,42,PIN_LESS_BASED
6/9/2020,1,V080,800,10,PIN_BASED
6/13/2020,1,V080,800,10,PIN_BASED
6/22/2020,1,V300,185400,618,PIN_BASED
6/25/2020,0,V300,11700,39,PIN_LESS_BASED
7/4/2020,1,S030,240,8,PIN_BASED
8/1/2020,1,V2M,38000,19,PIN_BASED
8/4/2020,1,V150,10050,67,PIN_BASED
8/11/2020,0,V020,6820,341,PIN_LESS_BASED
8/11/2020,0,V150,1050,7,PIN_LESS_BASED
8/11/2020,1,V100,631000,6310,PIN_BASED
8/18/2020,0,V200,6800,34,PIN_LESS_BASED
8/19/2020,1,V150,12300,82,PIN_BASED
8/19/2020,1,V630,410400,684,PIN_BASED
8/20/2020,0,V300,9300,31,PIN_LESS_BASED
9/3/2020,1,V200,132400,662,PIN_BASED
9/4/2020,1,V150,13500,90,PIN_BASED
9/16/2020,0,ADJUSTMENT,5543,122,TUM_ADJUSTMENT
9/23/2020,0,V630,36000,60,PIN_LESS_BASED
9/28/2020,0,V300,14400,48,PIN_LESS_BASED
10/2/2020,1,V150,300,2,PIN_BASED
6/2/2020,0,V080,80,1,PIN_LESS_BASED
6/8/2020,0,V150,1050,7,PIN_LESS_BASED
6/18/2020,0,V010,1980,198,PIN_LESS_BASED
6/24/2020,0,V150,2250,15,PIN_LESS_BASED
6/24/2020,1,V080,720,9,PIN_BASED
6/30/2020,1,V100,609400,6094,PIN_BASED
7/5/2020,1,V080,400,5,PIN_BASED
7/10/2020,0,V050,20150,403,PIN_LESS_BASED
8/2/2020,0,V200,5400,27,PIN_LESS_BASED
8/4/2020,1,V300,191700,639,PIN_BASED
8/5/2020,0,V010,2790,279,PIN_LESS_BASED
8/6/2020,0,V010,2870,287,PIN_LESS_BASED
8/9/2020,1,S030,150,5,PIN_BASED
8/14/2020,1,V050,969250,19385,PIN_BASED
8/14/2020,1,V2M,32000,16,PIN_BASED
8/16/2020,0,V200,7200,36,PIN_LESS_BASED
9/9/2020,1,V200,129600,648,PIN_BASED
9/15/2020,0,V020,6980,349,PIN_LESS_BASED
10/1/2020,1,V2M,20000,10,PIN_BASED
10/3/2020,1,V2M,42000,21,PIN_BASED
10/4/2020,0,V010,2920,292,PIN_LESS_BASED
10/5/2020,0,V010,4940,494,PIN_LESS_BASED
6/10/2020,1,V300,76800,256,PIN_BASED
6/21/2020,0,V100,12300,123,PIN_LESS_BASED
7/4/2020,0,V080,160,2,PIN_LESS_BASED
7/5/2020,0,V050,2850,57,PIN_LESS_BASED
7/18/2020,0,V300,5700,19,PIN_LESS_BASED
8/2/2020,0,V2M,4000,2,PIN_LESS_BASED
8/7/2020,1,V150,13950,93,PIN_BASED
8/14/2020,1,V150,13200,88,PIN_BASED
8/15/2020,0,V050,14600,292,PIN_LESS_BASED
8/21/2020,1,V300,217500,725,PIN_BASED
8/28/2020,0,V300,13800,46,PIN_LESS_BASED
9/13/2020,0,V300,5400,18,PIN_LESS_BASED
9/16/2020,0,V2M,12000,6,PIN_LESS_BASED
9/20/2020,0,V050,14150,283,PIN_LESS_BASED
9/29/2020,0,V150,900,6,PIN_LESS_BASED
10/2/2020,0,V010,9310,931,PIN_LESS_BASED
6/9/2020,1,S030,300,10,PIN_BASED
6/11/2020,1,V010,479850,47985,PIN_BASED
6/11/2020,1,V080,1200,15,PIN_BASED
6/13/2020,0,V050,18200,364,PIN_LESS_BASED
6/18/2020,1,V100,579600,5796,PIN_BASED
6/22/2020,1,V2M,54000,27,PIN_BASED
7/10/2020,0,V080,80,1,PIN_LESS_BASED
7/10/2020,1,V200,95400,477,PIN_BASED
7/10/2020,1,V2M,30000,15,PIN_BASED
7/11/2020,1,V050,808800,16176,PIN_BASED
7/18/2020,0,V150,300,2,PIN_LESS_BASED
7/27/2020,1,V630,483000,805,PIN_BASED
7/29/2020,0,V630,24600,41,PIN_LESS_BASED
7/31/2020,0,ADJUSTMENT,6789,113,TUM_ADJUSTMENT
8/8/2020,0,V2M,2000,1,PIN_LESS_BASED
8/14/2020,1,V010,570880,57088,PIN_BASED
8/24/2020,0,V2M,10000,5,PIN_LESS_BASED
8/31/2020,1,V100,731500,7315,PIN_BASED
9/2/2020,0,V630,34800,58,PIN_LESS_BASED
9/17/2020,0,V150,900,6,PIN_LESS_BASED
9/18/2020,0,V020,9440,472,PIN_LESS_BASED
9/21/2020,1,V020,987520,49376,PIN_BASED
9/28/2020,1,V100,690900,6909,PIN_BASED
10/6/2020,1,V050,725450,14509,PIN_BASED
6/8/2020,0,V050,47950,959,PIN_LESS_BASED
6/13/2020,1,S030,180,6,PIN_BASED
6/28/2020,1,V200,78400,392,PIN_BASED
6/29/2020,0,V010,2780,278,PIN_LESS_BASED
7/3/2020,0,V200,7000,35,PIN_LESS_BASED
7/10/2020,0,V150,600,4,PIN_LESS_BASED
7/20/2020,0,V050,16050,321,PIN_LESS_BASED
8/4/2020,0,V2M,4000,2,PIN_LESS_BASED
8/5/2020,1,V080,720,9,PIN_BASED
8/10/2020,1,V020,832900,41645,PIN_BASED
8/13/2020,1,V050,860400,17208,PIN_BASED
8/23/2020,1,V050,709600,14192,PIN_BASED
8/25/2020,0,V2M,2000,1,PIN_LESS_BASED
9/1/2020,1,V630,490800,818,PIN_BASED
9/9/2020,0,V020,7940,397,PIN_LESS_BASED
9/9/2020,0,V080,80,1,PIN_LESS_BASED
9/13/2020,1,V100,417200,4172,PIN_BASED
9/20/2020,1,S030,330,11,PIN_BASED
9/21/2020,0,V2M,6000,3,PIN_LESS_BASED
9/30/2020,1,V300,369300,1231,PIN_BASED
10/1/2020,1,V300,191400,638,PIN_BASED
6/10/2020,0,V020,22160,1108,PIN_LESS_BASED
6/10/2020,1,V630,256800,428,PIN_BASED
7/4/2020,0,V150,300,2,PIN_LESS_BASED
7/6/2020,1,V2M,66000,33,PIN_BASED
7/14/2020,0,V150,900,6,PIN_LESS_BASED
7/21/2020,0,V150,1200,8,PIN_LESS_BASED
7/31/2020,0,V050,13450,269,PIN_LESS_BASED
8/1/2020,0,V050,12650,253,PIN_LESS_BASED
8/2/2020,0,V020,5300,265,PIN_LESS_BASED
8/2/2020,0,V150,600,4,PIN_LESS_BASED
8/3/2020,0,V010,2470,247,PIN_LESS_BASED
8/4/2020,1,V630,445800,743,PIN_BASED
8/12/2020,0,V2M,2000,1,PIN_LESS_BASED
8/15/2020,1,V150,11400,76,PIN_BASED
8/19/2020,1,V080,560,7,PIN_BASED
8/28/2020,0,V200,9600,48,PIN_LESS_BASED
9/1/2020,0,V080,160,2,PIN_LESS_BASED
9/13/2020,0,V020,5800,290,PIN_LESS_BASED
9/13/2020,0,V100,13300,133,PIN_LESS_BASED
9/23/2020,1,V020,972340,48617,PIN_BASED
9/25/2020,1,V200,139200,696,PIN_BASED
9/26/2020,0,ADJUSTMENT,5134,144,TUM_ADJUSTMENT
9/26/2020,0,V020,9400,470,PIN_LESS_BASED
9/27/2020,1,V010,534320,53432,PIN_BASED
10/2/2020,0,V020,27980,1399,PIN_LESS_BASED
10/2/2020,1,S030,480,16,PIN_BASED
10/6/2020,1,V200,109400,547,PIN_BASED
6/4/2020,0,V150,1500,10,PIN_LESS_BASED
6/9/2020,0,V300,23100,77,PIN_LESS_BASED
6/23/2020,0,V300,12000,40,PIN_LESS_BASED
6/24/2020,1,V100,692800,6928,PIN_BASED
7/4/2020,1,V2M,56000,28,PIN_BASED
7/7/2020,0,ADJUSTMENT,6738,122,TUM_ADJUSTMENT
7/11/2020,0,V010,2250,225,PIN_LESS_BASED
7/17/2020,0,V100,19400,194,PIN_LESS_BASED
7/21/2020,0,V020,8060,403,PIN_LESS_BASED
7/30/2020,0,V2M,12000,6,PIN_LESS_BASED
7/31/2020,1,V050,932150,18643,PIN_BASED
8/8/2020,0,V020,6500,325,PIN_LESS_BASED
8/8/2020,1,V300,119700,399,PIN_BASED
8/13/2020,1,V080,960,12,PIN_BASED
8/16/2020,0,ADJUSTMENT,7230,89,TUM_ADJUSTMENT
8/16/2020,0,V630,18000,30,PIN_LESS_BASED
8/18/2020,0,V300,8100,27,PIN_LESS_BASED
9/5/2020,0,V050,17300,346,PIN_LESS_BASED
9/10/2020,1,V100,657300,6573,PIN_BASED
9/20/2020,1,V010,550600,55060,PIN_BASED
9/21/2020,0,V300,12600,42,PIN_LESS_BASED
9/25/2020,1,V630,400800,668,PIN_BASED
9/28/2020,1,V050,1124850,22497,PIN_BASED
9/30/2020,0,V150,2100,14,PIN_LESS_BASED
6/25/2020,0,ADJUSTMENT,4066,97,TUM_ADJUSTMENT
6/27/2020,0,V150,900,6,PIN_LESS_BASED
7/5/2020,0,V2M,2000,1,PIN_LESS_BASED
7/7/2020,1,V300,149700,499,PIN_BASED
7/9/2020,0,V080,80,1,PIN_LESS_BASED
7/20/2020,0,V020,7420,371,PIN_LESS_BASED
7/25/2020,0,V010,2430,243,PIN_LESS_BASED
7/25/2020,1,V010,498540,49854,PIN_BASED
8/5/2020,0,V630,19800,33,PIN_LESS_BASED
9/1/2020,0,V300,11700,39,PIN_LESS_BASED
9/2/2020,1,V630,480000,800,PIN_BASED
9/5/2020,0,V200,5800,29,PIN_LESS_BASED
9/11/2020,1,V200,102600,513,PIN_BASED
